Href,Name,Reviews,Href Reviews,Min progect size,Company Size,City,Clients,Notable Project,Clients summary,Scheduling,Quality,Cost,NPS,cluster,cluster_DBSCAN
https://roman.ua/en/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Roman.ua,11,https://clutch.co/profile/romanua?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,Kyiv,"SemRush, Kingston, HyperX, Lenovo",Roman.ua provided digital marketing services for a gaming company. The team managed the client's social media and PPC ads in Eastern European markets and set up Google Analytics for their landing pages.,"Roman.ua is a digital marketing agency based in Kiev, Ukraine. Founded in 2008, Roman.ua provides small and midmarket businesses with a wide range of different services such as PPC, email marketing, CRM consulting, digital strategy, and conversion optimization.",5.0,5.0,4.8,5.0,0,0
https://analytics-dot.co/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Dot Analytics,7,https://clutch.co/profile/dot-analytics?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,Kyiv,,A parent-teacher communication platform has hired Dot Services for Google Analytics implementation. They help configure their analytics and transfer data from Google Analytics to BigQuery.,"Founded in 2018, Arcane Future is a data science and development company that specializes in big data consulting and artificial intelligence. With two offices in Kiev, Ukraine, the team of 2 works with small, midmarket, and enterprise business in the gaming, gambling, and advertising industries.",5.0,4.6,5.0,4.9,0,0
https://www.softkit.dev/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Softkit,14,https://clutch.co/profile/softkit?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,30,Zaporizhzhia,,A software development firm hired Softkit to provide an Angular and Java engineer. The goal was to develop custom API and analytics widgets. The team was tasked with bringing IoT expertise to the project.,"Softkit is a custom development company headquartered in Zaporizhzhya, Ukraine. Founded in 2019, their team of approximately 7 employees serves mostly small businesses in the advertising, real estate, and legal sectors. Aside from custom software, they also provide web design and development.",4.9,4.8,4.6,4.9,0,-1
https://datarootlabs.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,DataRoot Labs,16,https://clutch.co/profile/dataroot-labs?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,30,Kyiv,"OLX, Embodied, Servers.com, deckrobot.ai",DataRoot Labs provides ongoing full-cycle software development for a software solutions provider. They have integrated an AI model that allows drivers to deliver loads efficiently.,"DataRoot Labs is a full-service data science and artificial intelligence company with offices in Israel and Ukraine. Since 2016, their team of about 20 work with mainly mid-market clients. They specialize in big data consulting and artificial intelligence.",5.0,4.8,4.9,5.0,0,0
https://blackthorn.ai/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,blackthorn.ai,5,https://clutch.co/profile/blackthornai?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,L'viv,"HTG Molecular, One.Skin Technologies LLC, Sweet TV, National Healthcare","A surgical center has hired blackthorn.ai for AI & custom software development. Using Python and PHP, they've been taking care of three projects for a clinical study to enable data gathering and consulting.","Artificial intelligence company blackthorn.ai is headquartered in London, United Kingdom. Launched in 2021, the small team offers Artificial Intelligence, IT staff augmentation, and custom software development.",5.0,5.0,4.9,5.0,0,1
https://www.ciklum.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Ciklum,7,https://clutch.co/profile/ciklum?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,5500,Sofiivska Borshchahivka,"Jabra, Just Eat, Metro Markets, Mercedes Pay","Ciklum designed and developed a web app to support an education platform. After receiving specific instructions, they built the software using Azure and JavaScript. They also tested the app upon completion.","Ciklum is a software engineering and solutions company headquartered in Kyiv, Ukraine, with offices in the UK, Denmark, Spain, Belarus, and the U.S., and more. With about 3,000 employees, Ciklum not only specializes in software engineering but also provides e-commerce and mobile app development, application testing, IT strategy consulting, and staff augmentation. Their clients range from large multinational companies to fast-growing startups working toward an IPO.",4.8,4.7,3.7,4.7,2,-1
https://jelvix.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Jelvix,21,https://clutch.co/profile/jelvix?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,50000,150,Kharkiv,"Auchan, Uniqa, Canon, Samsung","A financial media company has hired Jelvix to provide custom software development. Using JavaScript, they're creating a 2.0 version of the client's SDK to improve its functionalities and performance.","Jelvix is a software development agency founded in 2011. Headquartered in Beersheba, Israel, they also have an office in Kharkiv, Ukraine. With a team of 62 employees, their services include IT staff augmentation, mobile app development, and web development. They primarily serve midmarket clients in the healthcare and medical, financial services, and IT industries.",4.9,5.0,4.9,5.0,0,-1
https://mappitall.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Mappitall,2,https://clutch.co/profile/mappitall?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,30,L'viv,"SolarPlus, Utiligize, FuseGIS, ","An IT services company collaborates with Mappitall to develop a GIS solution for a government platform. They have built a web app with an interactive map using HERE Maps API, Mapbox GL, and Node.js.","Mappitall, a big data company, is in Kharkiv, Ukraine. They specialize in BI & big data consulting & SI, ux/ui design, custom software development, web development, and more and were launched in 2016.",4.8,4.5,4.5,5.0,0,1
https://zoolatech.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Zoolatech,8,https://clutch.co/profile/zoolatech?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,100000,625,Kyiv,"Nordstrom, Pandora, Wish, Complete Solar","Zoolatech provides application development services for a solar design company. Their team is developing two apps, constantly adding and improving functionalities and features. The solution connects with APIs.","Zoolatech is a custom software development company founded in 2017 in Palo Alto, Calif. with over 50 employees. They are experts in custom software, e-commerce, and mobile app development solutions for clients in the industries of retail and advertising.",4.9,4.9,4.6,5.0,0,-1
https://data-science-ua.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Data Science UA,12,https://clutch.co/profile/data-science-ua?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,150,Kyiv,"Outreach.io, Artefact, Everguard.ai, Samba.TV",Data Science UA provided backend software engineering support for a financial company. Their tasks included processing and storing high-volume financial datasets and Creating ETL pipelines.,"Data Science UA is a data science company based in Kyiv, Ukraine. The company, founded in 2016, has a team of more than 25 that provides BI & big data consulting & SI, and AI services to companies in the health care & medical, manufacturing, retail, financial services, and e-commerce industries.",4.9,5.0,4.8,5.0,0,0
https://bios.ua/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,BIOS. Power BI development,8,https://clutch.co/profile/bios-power-bi-development?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,1000,30,Kyiv,"Nemiroff, Bayadera, Goodwine, Eko market","BIOS. Power BI development provided BI and analytics support for a wine company. The team helped with customer segmenting in SQL, journey building, and email automation to support the company's marketing.","BIOS. Power BI development is a data analytics company. They are located in Kyiv, Ukraine and have a small team that focuses on BI & big data consulting & SI and cloud consulting & SI. The company was established in 2016.",4.9,5.0,4.9,4.9,0,0
https://www.softserveinc.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,SoftServe,3,https://clutch.co/profile/softserve?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,50000,10000,L'viv,"Panasonic, Henry Schein Practice Solutions, BMC Software, Avery Products",SoftServe developed an Android app as part of a research and development project. The team provided end-to-end services and offered recommendations on the technology used.,"Founded in 1993, SoftServe is a digital product development firm. SoftServe has its headquarters in Austin, Texas with offices in London, Poland, Germany, Bulgaria and Ukraine. SoftServe's team consists of over 5,000 employees that specialize in custom software development, cybersecurity and web development. SoftServe provides services to clients in the healthcare & medical, information technology and retail industries.",4.8,4.7,4.3,4.8,2,-1
http://gt-hq.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,GT,12,https://clutch.co/profile/gt-1?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,150,Kyiv,"Vodori, Holovis, SmartXpo, HeyCharge","GT is helping a healthcare consultancy with their custom development projects, including building an e-commerce website, a corporate self-service kiosk, and a lateral flow verification platform.","Global Talent is an IT firm based in London with more than 50 experts. Since their founding in 2017, they have provided IT staff augmentation, custom software development, and IT strategy consulting solutions for clients ranging from small firms to large companies.",4.8,4.8,4.2,5.0,0,0
http://quda.io/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,quda,7,https://clutch.co/profile/quda?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,L'viv,Comparitech,quda was hired to redesign and develop the UI of an intranet-based website using Tableau as its main software. This includes reassessing the site's functions and overall UI design.,"QUDA is a business intelligence and data engineering company based in Lviv, Ukraine. The company, founded in 2018, has a team of more than ten that provides BI & big data consulting & SI to midmarket and other-sized companies in the business services, IT, advertising & marketing, and other industries.",5.0,4.9,4.9,5.0,0,1
https://beardsanalytics.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Beards analytics,7,https://clutch.co/profile/beards-analytics?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,6,Kyiv,,A financial firm hired Beards analytics to evaluate the costs of their customer engagement efforts. The team built a solution to streamline the process and better calculate the effectiveness of their campaigns.,"Big data analytics company Beards analytics was established in 2020. The agency offers BI & big data consulting & SI and has a small team. The agency is based in Kyiv, Ukraine.",5.0,5.0,4.9,4.9,0,0
https://ontargit.com/en/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,OntargIT,4,https://clutch.co/profile/ontargit?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,150,Kyiv,,OntargIT integrated a Microsoft Dynamic 365 Sales into an automotive company’s system from scratch. The team conducted product research then started developing additional features for the new CRM tool.,"OntargIT is an ERP consulting and SI company launched in 2009. They are headquartered in Kyiv, Ukraine; Issaquah, Washington and Québec, Canada and have a midsize team. Their services include ERP consulting and SI, CRM consulting and SI, and BI & big data consulting & SI.",5.0,5.0,5.0,5.0,0,0
https://deepinspire.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,DeepInspire,12,https://clutch.co/profile/deepinspire?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,30,L'viv,,DeepInspire has developed a tech stack for a fintech company to automate their product suite. The deliverable is an OTC trade negotiation and execution platform. Around eight teammates work on this project.,"DeepInspire is a web development agency based in Lviv, Ukraine with a team of 39 professionals. Since 2000, the company has provided small startups and large corporations alike with their UX/UI design, web design, and web development needs. They work in industries such as education, real estate, and business services.",5.0,4.9,4.9,4.9,0,1
https://theappsolutions.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,The APP Solutions,15,https://clutch.co/profile/app-solutions?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,150,Kyiv,"Google Cloud Platform, Meet The Table, Calmerry, HYPR",The APP Solutions provides staff augmentation services for a preventative healthcare platform's mobile engineering team. The augmented team has collaborated to develop design models and mobile prototypes.,"The APP Solutions is a web and mobile development company headquartered in Kiev, Ukraine, and Wilmington, Del. Founded in 2013, The APP Solutions' team of around 60 specializes in web development, mobile app development, and UX/UI design, primarily for small and midmarket businesses.",4.8,4.7,4.8,4.9,0,0
https://jevera.software/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,JEVERA Software Solutions,11,https://clutch.co/profile/jevera-software-solutions?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,50000,150,Kyiv,"Effortel SA, RightWay, XM^online, NOVUS UKRAINE","JEVERA Software Solutions provides ongoing development services for a complex system, including design, development, and post-productive support. They used Express.js, Angular, CSS3, and more.","JEVERA is a high-end software solution company located in Kiev, Ukraine. Founded in 2009, their 50 employees offer BI & big data consulting, custom software development, and enterprise app modernization services to their clients.",4.8,4.6,4.4,4.8,0,-1
https://groupbwt.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,GroupBWT,10,https://clutch.co/profile/groupbwt?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,150,Zaporizhzhia,"World Health Organization, Columbia University, Kimberly Clark, Simba Sleep","GroupBWT provides ongoing development services, delivering features and products using PHP, Laravel, NginX, and Node.js. The main project to date was a web app that features live, video classes with a trainer.","GroupBWT is a digital transformation agency located in Ukraine. Founded in 2009, they have 100 employees who serve startups to enterprises and governmental organizations in fintech, e-commerce/retail, healthcare, e-learning, and event management industries. Their focus is on digital product design, custom software development, ERP and automation solutions for enterprises, data mining and data enrichment, data Science, and natural language processing.",4.9,5.0,4.9,5.0,0,-1
https://quantumobile.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Quantum,14,https://clutch.co/profile/quantum?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,50000,150,L'viv,"US, European, and Middle East software companies and technology startups that apply Data Science & Data Analytics to cope with emerging challenges and keep on top of the innovation market. Corvus Drones, SeeTree, Nutanix, Planet.de",Quantum developed a data preprocessing pipeline for a drone manufacturer.,"Quantum is a data science and software development company. They have a local presence in Delaware, the Netherlands, Israel, and have a research and development center in Ukraine. The company of 60+ was founded in 2015 and provides Machine Learning, Data Analytics, and Customer Software Development Services.",5.0,4.9,4.6,5.0,0,-1
https://spaceport.pw/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Spaceport,1,https://clutch.co/profile/spaceport?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,Kharkiv,"NLG, FQA, NLP, ","Spaceport helped rebuild a legacy app, updating the technology to run in Docker containers and use RESTful APIs. The new solution consists of microservices running in Docker containers and is easy to manage.","Spaceport is a big data company based in Kyiv, Ukraine. Founded in 2010, this company has 10+ employees. Services provided by Spaceport include cloud consulting, BI, SI, and big data consulting for small to midmarket companies.",5.0,5.0,5.0,5.0,0,-1
http://www.datalabsua.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,DataLabs,2,https://clutch.co/profile/datalabs?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,Dnipropetrovs'k,"Nectar Services Corp. (USA, nectarcorp.com) Ansell Healthcare Inc. (Worldwide, ansell.com), ",A firm hired DataLabs to create an analytics system to gather all of its ERPs' data. They developed and continue to host a system using QlikView to check APIs to have the ERPs' data in a single dashboard.,"Founded in 2015, DataLabs is a business solutions company that is headquartered in Dnipro, Ukraine. The team of 27 specializes in big data consulting, UC consulting and productivity, and business consulting.",4.8,4.8,5.0,5.0,0,-1
https://power-up.ua/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Power-UP: Marketing Perfomance Agency,7,https://clutch.co/profile/power-marketing-perfomance-agency?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,6,Kyiv,,Power-UP: Marketing Perfomance Agency provides PPC and analytics services to a product photography firm. They scale and optimize the client's Meta and Google Ads portfolios and build an analytics dashboard.,"Power-UP is a conversion optimization company founded in 2017. The small Kyiv, Ukraine-based team offers conversion optimization, BI & big data consulting & SI, and advertising.",4.9,5.0,5.0,4.9,0,0
http://www.am-bits.com.ua/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,AM-BITS,1,https://clutch.co/profile/am-bits?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,50000,150,Kyiv,,AM BITS improved a bank database system by integrating Teradata with software to generate reports in real time. The team built multiple extension gateways and ensured data accessibility.,"AM-BITS is an IT solutions firm headquartered in Kiev, Ukraine. Founded in 2016, the agency and its team of 12 specialize in BI & big data consulting, IT managed services, and IT strategy consulting. AM-BITS works primarily with mid-sized clients.",5.0,5.0,5.0,5.0,0,-1
https://crmoz.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,CRMOZ,1,https://clutch.co/profile/crmoz?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,Kyiv,,"A B2B automotive company was dealing with some difficulties with their Zoho CRM. They brought on CRMOZ in order to help sync, automate, and develop solutions wherever they were necessary.","CRMOZ is a CRM consulting and SI company. Launched in 2016, the team specializes in CRM consulting and SI, BI & big data consulting & SI, application management & support, and other application development. Their small company is located in Kyiv, Ukraine.",5.0,5.0,5.0,5.0,0,0
http://www.udevhub.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,UDEV HUB,5,https://clutch.co/profile/udev-hub?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,625,Kyiv,"GBS SOLUTIONS, PZU, KNIAZHA VIG, NETTOTER","Ukrainian development HUB provides cybersecurity consultations for a cybersecurity consultancy's client. In order to secure the third party's infrastructure, they provide remote and on-site consultations.","UDEV HUB is a software development company founded in 2018 in Kyiv, Ukraine with over 250 members. They specialize in cybersecurity, IT staff augmentation, and custom software development solutions for clients in the fields of financial services, e-commerce, and education.",4.9,4.5,5.0,5.0,0,0
https://flyaps.com/software-development-new-york/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Flyaps,6,https://clutch.co/profile/flyaps?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,25000,30,Dnipro,"Yaana Technologies, MyersBizNet, NetSpark IP & Telecom, Relocate.me","Flyaps is building a mobile-friendly web app for a telecom company’s internal use. Built in SQL and Python, it automates administrative tasks and connects the client’s back office to their frontline sales.","Flyaps is a technology consulting firm based in Dnipro, Ukraine, with an office in New York. The firm, founded in 2013, has a team of around 20 that provides custom software development, AI, BI & big data consulting & SI, web development, and cybersecurity services to midmarket and other-sized companies in the telecommunications and media industries.",4.8,4.6,5.0,5.0,0,-1
https://vantino.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,Vantino,2,https://clutch.co/profile/vantino?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,5000,30,Kyiv,"Schilliger, Synergix, VisionApartments, Creative Technologies",Vantino provided IT consulting and SI for a telemedicine platform. The team was tasked with reviewing the client's code.,"Vantino is a software development company based in Geneva with another location in Kyiv, Ukraine. They have a team of around 15 employees and were founded in 2004. Their services include IT managed services, custom software development, web development, mobile app development, and e-commerce development.",5.0,4.5,5.0,5.0,0,0
https://www.probegin.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,PROBEGIN,2,https://clutch.co/profile/probegin?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,150,L'viv,,An e-commerce platform for rapid COVID-19 antigen tests needed a hands-on partner to design their logo and implement a smart multi-lingual e-commerce solution for the Dutch and Ukrainian markets.,"PROBEGIN B.V. is a software development outsourcing company based in Lelystad, Netherlands. The company, founded in 2012, has a team of more than 30 that provides custom software development, web development, e-commerce development, BI & big data consulting & SI, enterprise app modernization, and mobile app development services. PROBEGIN serves mid-market and small companies in various industries that include IT, telecommunications, and energy & natural resources.",5.0,5.0,5.0,5.0,0,1
http://www.softelegance.com/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,SoftElegance,6,https://clutch.co/profile/softelegance?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,30,Kyiv,"WellEz, eConscribi International, Retail Technologies Inc., ","SoftElegance first rewrote a signing/labeling print solution and they now develop new features for it, resolve discovered bugs, and provide ongoing support.","SoftElegance is a custom software development company in Kiev, Ukraine; they have other offices in Houston and London. Founded in 1993, they have about 34 employees that provide services for BI & big data consulting & SI, web development, and custom software development. Most clients are small businesses.",4.6,4.5,4.6,4.8,0,0
https://inspiri.to/?utm_campaign=directory&utm_medium=referral&utm_source=themanifest.com,InSpirito,4,https://clutch.co/profile/inspirito?utm_source=themanifest&utm_medium=profile&utm_content=2033020800000#reviews,10000,30,L'viv,"Kapital Bank, Limo Wien Car Rental, Bank of Bacu, Ticket Club","InSpirito completed discovery for a CRM development project, so a fertilizer distributor could create a database of clients, collect information, and organize task management.","InSpirito is an outsourcing software development company based in Lviv, Ukraine, with a team of 9 employees. Founded in 2015, the agency offers web and mobile development, IT strategy consulting, and e-commerce development.",4.8,4.8,4.9,4.8,0,1
